Jahr;Dokumentnr;Name;Partei;Thema;Titel
2011;17/150;Dr. Martina Bunge;DIE LINKE;Rentenpolitik;Zwanzig Jahre Rentenüberleitung - Perspektiven für die Schaffung eines einheitlichen Rentenrechts in Deutschland
